A_RowId,CATEGORY,FULL_URL,aa_label,URI
3187,http:||www.bmcc.cuny.edu|speech|,http:||www.bmcc.cuny.edu|speech|communications.jsp,COMMUNICATIONS,|SPEECH
3188,,http:||www.ccc.edu|programs|pages|Communications-Associate-in-Arts.aspx,COMMUNICATIONS,|PROGRAMS|PAGES
3189,,http:||www.ccc.edu|programs|pages|Journalism-Focus-Associate-in-Arts.aspx,COMMUNICATIONS,|PROGRAMS|PAGES
3190,,http:||www.ccc.edu|programs|Pages|Media-Communications-Associate-in-Applied-Science.aspx,COMMUNICATIONS,|PROGRAMS|PAGES
3191,,http:||www.ccc.edu|programs|pages|Visual-Media-Communications-Associate-in-Applied-Science.aspx,COMMUNICATIONS,|PROGRAMS|PAGES
3192,,http:||www.ccc.edu|programs|pages|Visual-Media-Communications---Page-Layout-Basic-Certificate.aspx,COMMUNICATIONS,|PROGRAMS|PAGES
3193,,http:||www.ccc.edu|programs|pages|Visual-Media-Communications---Web-Page-Design-Basic-Certificate.aspx,COMMUNICATIONS,|PROGRAMS|PAGES
3194,Courses and Programs by Department|Discipline,http:||www.ccsf.edu|ccsf|en|educational-programs|ccsf-catalog|courses-by-department|CommunicationStudies.html,COMMUNICATIONS,|CCSF|EN|EDUCATIONAL-PROGRAMS|CCSF-CATALOG|COURSES-BY-DEPARTMENT
3195,Courses and Programs by Department|Discipline,http:||www.ccsf.edu|ccsf|en|educational-programs|ccsf-catalog|courses-by-department|jour-courses.html,COMMUNICATIONS,|CCSF|EN|EDUCATIONAL-PROGRAMS|CCSF-CATALOG|COURSES-BY-DEPARTMENT
3196,Coastline - Departments,http:||www.coastline.edu|academics|departments||academics|communication-studies,COMMUNICATIONS,|ACADEMICS|DEPARTMENTS||ACADEMICS|COMMUNICATION-STUDIES
3197,Homepage | UCLA Department of Communication,http:||www.commstudies.ucla.edu|,COMMUNICATIONS,
3198,Homepage | UCLA Department of Communication,http:||www.commstudies.ucla.edu||,COMMUNICATIONS,
3199,Homepage | UCLA Department of Communication,http:||www.commstudies.ucla.edu||content|china-versus-ucla-debate-syria,COMMUNICATIONS,
3200,Homepage | UCLA Department of Communication,http:||www.commstudies.ucla.edu||content|memoriam-amanda-kelley-gilbert,COMMUNICATIONS,
3201,Homepage | UCLA Department of Communication,http:||www.commstudies.ucla.edu||content|your-donations-work,COMMUNICATIONS,
3202,Homepage | UCLA Department of Communication,http:||www.commstudies.ucla.edu||courses,COMMUNICATIONS,
3203,Homepage | UCLA Department of Communication,http:||www.commstudies.ucla.edu||openadmin,COMMUNICATIONS,
3204,Homepage | UCLA Department of Communication,http:||www.commstudies.ucla.edu||partnershipUCLA,COMMUNICATIONS,
3205,Homepage | UCLA Department of Communication,http:||www.commstudies.ucla.edu|events,COMMUNICATIONS,|EVENTS
3206,Homepage | UCLA Department of Communication,http:||www.commstudies.ucla.edu|faculty,COMMUNICATIONS,|FACULTY
3207,Homepage | UCLA Department of Communication,http:||www.commstudies.ucla.edu|faculty|lecturers-adjunct-faculty,COMMUNICATIONS,|FACULTY
3208,Homepage | UCLA Department of Communication,http:||www.commstudies.ucla.edu|faculty|martie-haselton,COMMUNICATIONS,|FACULTY
3209,Homepage | UCLA Department of Communication,http:||www.commstudies.ucla.edu|message-from-the-chair,COMMUNICATIONS,|MESSAGE-FROM-THE-CHAIR
3210,Homepage | UCLA Department of Communication,http:||www.commstudies.ucla.edu|partnershipUCLA,COMMUNICATIONS,|PARTNERSHIPUCLA
3211,Homepage | UCLA Department of Communication,http:||www.commstudies.ucla.edu|requirements,COMMUNICATIONS,|REQUIREMENTS
3212,Homepage | UCLA Department of Communication,http:||www.commstudies.ucla.edu|staff,COMMUNICATIONS,|STAFF
3213,Homepage | UCLA Department of Communication,http:||www.commstudies.ucla.edu|ucla-speech-debate,COMMUNICATIONS,|UCLA-SPEECH-DEBATE
3214,Find Your Program - Delta College,http:||www.delta.edu|programs|current|art-and-communication|electronic-media|broadcasting|associate|index.html,COMMUNICATIONS,|PROGRAMS|CURRENT|ART-AND-COMMUNICATION|ELECTRONIC-MEDIA|BROADCASTING|ASSOCIATE
3215,Find Your Program - Delta College,http:||www.delta.edu|programs|current|art-and-communication|writing|journalism-and-emerging-media|associate|index.html,COMMUNICATIONS,|PROGRAMS|CURRENT|ART-AND-COMMUNICATION|WRITING|JOURNALISM-AND-EMERGING-MEDIA|ASSOCIATE
3216,Academic Departments & Programs - Gavilan College,http:||www.gavilan.edu|comm|index.php,COMMUNICATIONS,|COMM
3217,Certificate Programs and Gainful Employment | Glendale Community College,http:||www.glendale.edu|academics|degree-certificate-programs|certificate-programs|digital-content-specialist-nd,COMMUNICATIONS,|ACADEMICS|DEGREE-CERTIFICATE-PROGRAMS|CERTIFICATE-PROGRAMS|DIGITAL-CONTENT-SPECIALIST-ND
3218,Certificate Programs and Gainful Employment | Glendale Community College,http:||www.glendale.edu|academics|degree-certificate-programs|certificate-programs|mass-communications,COMMUNICATIONS,|ACADEMICS|DEGREE-CERTIFICATE-PROGRAMS|CERTIFICATE-PROGRAMS|MASS-COMMUNICATIONS
3219,UBC Graduate School of Journalism,http:||www.journalism.ubc.ca|,COMMUNICATIONS,
3220,UBC Graduate School of Journalism,http:||www.journalism.ubc.ca|#,COMMUNICATIONS,
3221,UBC Graduate School of Journalism,http:||www.journalism.ubc.ca||,COMMUNICATIONS,|
3222,KPU 2017-18 University Calendar | Program Index,http:||www.kpu.ca|calendar|2017-18|arts|journalism|index.html,COMMUNICATIONS,|CALENDAR|2017-18|ARTS|JOURNALISM
3223,KPU 2017-18 University Calendar | Program Index,http:||www.kpu.ca|calendar|2017-18|arts|journalism|journalism-deg.html,COMMUNICATIONS,|CALENDAR|2017-18|ARTS|JOURNALISM
3224,KPU 2017-18 University Calendar | Program Index,http:||www.kpu.ca|calendar|2017-18|arts|journalism|journalism-minor.html,COMMUNICATIONS,|CALENDAR|2017-18|ARTS|JOURNALISM
3225,KPU 2017-18 University Calendar | Program Index,http:||www.kpu.ca|calendar|2017-18|business|publicrelations|index.html,COMMUNICATIONS,|CALENDAR|2017-18|BUSINESS|PUBLICRELATIONS
3226,KPU 2017-18 University Calendar | Program Index,http:||www.kpu.ca|calendar|2017-18|business|publicrelations|publicrelations-dip.html,COMMUNICATIONS,|CALENDAR|2017-18|BUSINESS|PUBLICRELATIONS
3227,KPU 2017-18 University Calendar | Course Descriptions,http:||www.kpu.ca|calendar|2017-18|courses||calendar|2017-18|courses|jrnl|index.html,COMMUNICATIONS,|CALENDAR|2017-18|COURSES||CALENDAR|2017-18|COURSES|JRNL
3228,Undergraduate Programs - Programs - Ryerson University,http:||www.ryerson.ca|programs|undergraduate||content|ryerson|programs|undergraduate|journalism.html,COMMUNICATIONS,|PROGRAMS|UNDERGRADUATE||CONTENT|RYERSON|PROGRAMS|UNDERGRADUATE
3229,Undergraduate Programs - Programs - Ryerson University,http:||www.ryerson.ca|programs|undergraduate||content|ryerson|programs|undergraduate|media-production.html,COMMUNICATIONS,|PROGRAMS|UNDERGRADUATE||CONTENT|RYERSON|PROGRAMS|UNDERGRADUATE
3230,Undergraduate Programs - Programs - Ryerson University,http:||www.ryerson.ca|programs|undergraduate||content|ryerson|programs|undergraduate|new-media.html,COMMUNICATIONS,|PROGRAMS|UNDERGRADUATE||CONTENT|RYERSON|PROGRAMS|UNDERGRADUATE
3231,Undergraduate Programs - Programs - Ryerson University,http:||www.ryerson.ca|programs|undergraduate||content|ryerson|programs|undergraduate|professional-communication.html,COMMUNICATIONS,|PROGRAMS|UNDERGRADUATE||CONTENT|RYERSON|PROGRAMS|UNDERGRADUATE
3232,Undergraduate Programs - Programs - Ryerson University,http:||www.ryerson.ca|programs|undergraduate||content|ryerson|programs|undergraduate|sport-media.html,COMMUNICATIONS,|PROGRAMS|UNDERGRADUATE||CONTENT|RYERSON|PROGRAMS|UNDERGRADUATE
3233,Undergraduate Programs - Programs - Ryerson University,http:||www.ryerson.ca|programs|undergraduate||media|,COMMUNICATIONS,|PROGRAMS|UNDERGRADUATE||MEDIA
3234,SCARP | UBC School of Community and Regional Planning,http:||www.scarp.ubc.ca||committees,COMMUNICATIONS,||COMMITTEES
3235,Academic Programs - Spring Calendar - Simon Fraser University,http:||www.sfu.ca|students|calendar|2018|spring|areas-of-study|publishing.html,COMMUNICATIONS,|STUDENTS|CALENDAR|2018|SPRING|AREAS-OF-STUDY
3236,Academic Programs at DCC,http:||www.sunydutchess.edu|academics|catalog|current|programs||academics|catalog|current|courses|communications_media|index.html,COMMUNICATIONS,|ACADEMICS|CATALOG|CURRENT|PROGRAMS||ACADEMICS|CATALOG|CURRENT|COURSES|COMMUNICATIONS_MEDIA
3237,Degree Programs,http:||www.triton.edu|CollegeCatalog|speech-communication.htm,COMMUNICATIONS,|COLLEGECATALOG
3238,About Us | CNERS,https:||cnrs.ubc.ca|community|media|,COMMUNICATIONS,|COMMUNITY|MEDIA
3239,UBC Graduate School of Journalism,https:||journalism.ubc.ca|2017-graduation-reception|,COMMUNICATIONS,|2017-GRADUATION-RECEPTION
3240,UBC Graduate School of Journalism,https:||journalism.ubc.ca|2017-j-school-orientation|,COMMUNICATIONS,|2017-J-SCHOOL-ORIENTATION
3241,UBC Graduate School of Journalism,https:||journalism.ubc.ca|about|about-ubc-journalism|,COMMUNICATIONS,|ABOUT|ABOUT-UBC-JOURNALISM
3242,UBC Graduate School of Journalism,https:||journalism.ubc.ca|about|academic-program|,COMMUNICATIONS,|ABOUT|ACADEMIC-PROGRAM
3243,UBC Graduate School of Journalism,https:||journalism.ubc.ca|about|board-of-advisors|,COMMUNICATIONS,|ABOUT|BOARD-OF-ADVISORS
3244,UBC Graduate School of Journalism,https:||journalism.ubc.ca|about|course-descriptions|,COMMUNICATIONS,|ABOUT|COURSE-DESCRIPTIONS
3245,UBC Graduate School of Journalism,https:||journalism.ubc.ca|about|internship-program|,COMMUNICATIONS,|ABOUT|INTERNSHIP-PROGRAM
3246,UBC Graduate School of Journalism,https:||journalism.ubc.ca|academic_program|elective-course-descriptions|,COMMUNICATIONS,|ACADEMIC_PROGRAM|ELECTIVE-COURSE-DESCRIPTIONS
3247,UBC Graduate School of Journalism,https:||journalism.ubc.ca|admissions-financial-aid|how_to_apply|,COMMUNICATIONS,|ADMISSIONS-FINANCIAL-AID|HOW_TO_APPLY
3248,UBC Graduate School of Journalism,https:||journalism.ubc.ca|admissions-financial-aid|international_students|,COMMUNICATIONS,|ADMISSIONS-FINANCIAL-AID|INTERNATIONAL_STUDENTS
3249,UBC Graduate School of Journalism,https:||journalism.ubc.ca|class-projects|,COMMUNICATIONS,|CLASS-PROJECTS
3250,UBC Graduate School of Journalism,https:||journalism.ubc.ca|contact-us|staff-directory|,COMMUNICATIONS,|CONTACT-US|STAFF-DIRECTORY
3251,UBC Graduate School of Journalism,https:||journalism.ubc.ca|faculty|,COMMUNICATIONS,|FACULTY
3252,Information School at the University of British Columbia (UBC),https:||slais.ubc.ca|,COMMUNICATIONS,
3253,Information School at the University of British Columbia (UBC),https:||slais.ubc.ca|alumni|,NA,|ALUMNI
3254,Information School at the University of British Columbia (UBC),https:||slais.ubc.ca|alumni|alumninews|,NA,|ALUMNI|ALUMNINEWS
3255,Information School at the University of British Columbia (UBC),https:||slais.ubc.ca|alumni|distinguished-alumni-award|,NA,|ALUMNI|DISTINGUISHED-ALUMNI-AWARD
3256,Information School at the University of British Columbia (UBC),https:||slais.ubc.ca|alumni|graduate-employment-survey|,NA,|ALUMNI|GRADUATE-EMPLOYMENT-SURVEY
3257,Information School at the University of British Columbia (UBC),https:||slais.ubc.ca|alumni|slais-alumni-association|,NA,|ALUMNI|SLAIS-ALUMNI-ASSOCIATION
3258,Information School at the University of British Columbia (UBC),https:||slais.ubc.ca|alumni-speaker-panel-has-been-successfully-held|,NA,|ALUMNI-SPEAKER-PANEL-HAS-BEEN-SUCCESSFULLY-HELD
3259,Information School at the University of British Columbia (UBC),https:||slais.ubc.ca|community|community-learning|,COMMUNICATIONS,|COMMUNITY|COMMUNITY-LEARNING
3260,Information School at the University of British Columbia (UBC),https:||slais.ubc.ca|community|experiential-learning-day|,COMMUNICATIONS,|COMMUNITY|EXPERIENTIAL-LEARNING-DAY
3261,Information School at the University of British Columbia (UBC),https:||slais.ubc.ca|community|news|,COMMUNICATIONS,|COMMUNITY|NEWS
3262,Information School at the University of British Columbia (UBC),https:||slais.ubc.ca|community|newsletter|,COMMUNICATIONS,|COMMUNITY|NEWSLETTER
3263,Information School at the University of British Columbia (UBC),https:||slais.ubc.ca|congratulations-to-adjunct-faculty-member-kathryn-shoemaker|,COMMUNICATIONS,|CONGRATULATIONS-TO-ADJUNCT-FACULTY-MEMBER-KATHRYN-SHOEMAKER
3264,Information School at the University of British Columbia (UBC),https:||slais.ubc.ca|events|event|acaubc-10th-annual-international-symposium|,COMMUNICATIONS,|EVENTS|EVENT|ACAUBC-10TH-ANNUAL-INTERNATIONAL-SYMPOSIUM
3265,Information School at the University of British Columbia (UBC),https:||slais.ubc.ca|research|roberta-f-grieg-research-laboratory|,COMMUNICATIONS,|RESEARCH|ROBERTA-F-GRIEG-RESEARCH-LABORATORY
3266,Programs | University of Northern British Columbia,https:||ssb.unbc.ca|ssb|dev_web.course_finder.calendar?subject=COMM&crsenum=410,COMMUNICATIONS,|CALENDAR|UNDERGRADUATE
3267,Programs of Study,https:||ustpaul.ca|program-new|certificate-in-social-communication-320.htm,COMMUNICATIONS,|PROGRAM-NEW
3268,Degrees & Certificates | Bakersfield College,https:||www.bakersfieldcollege.edu|programs|art|media-arts|ca,COMMUNICATIONS,|PROGRAMS|ART|MEDIA-ARTS|CA
3269,Degrees & Certificates | Bakersfield College,https:||www.bakersfieldcollege.edu|programs|communications|aat,COMMUNICATIONS,|PROGRAMS|COMMUNICATIONS|AAT
3270,Degrees & Certificates | Bakersfield College,https:||www.bakersfieldcollege.edu|programs|communications|ca,COMMUNICATIONS,|PROGRAMS|COMMUNICATIONS|CA
3271,workers,https:||www.cbu.ca|academic-programs|program|communication|,COMMUNICATIONS,|ACADEMIC-PROGRAMS|PROGRAM|COMMUNICATION
3272,Academics | Cerro Coso Community College,https:||www.cerrocoso.edu|programs|web-professional-certificate,COMMUNICATIONS,|ACADEMICS|CISB
3273,Find Your Program - Delta College,https:||www.delta.edu|programs|current|art-and-communication|communication|interpersonal|certificate|index.html,COMMUNICATIONS,|PROGRAMS|CURRENT|ART-AND-COMMUNICATION|COMMUNICATION|INTERPERSONAL|CERTIFICATE
3274,Find Your Program - Delta College,https:||www.delta.edu|programs|current|art-and-communication|communication|presentational|certificate|index.html,COMMUNICATIONS,|PROGRAMS|CURRENT|ART-AND-COMMUNICATION|COMMUNICATION|PRESENTATIONAL|CERTIFICATE
3275,Find Your Program - Delta College,https:||www.delta.edu|programs|current|art-and-communication|electronic-media|broadcasting|transfer|index.html,COMMUNICATIONS,|PROGRAMS|CURRENT|ART-AND-COMMUNICATION|ELECTRONIC-MEDIA|BROADCASTING|TRANSFER
3276,Find Your Program - Delta College,https:||www.delta.edu|programs|current|art-and-communication|writing|general-writing|certificate|index.html,COMMUNICATIONS,|PROGRAMS|CURRENT|ART-AND-COMMUNICATION|WRITING|GENERAL-WRITING|CERTIFICATE
3277,Find Your Program - Delta College,https:||www.delta.edu|programs|current|art-and-communication|writing|journalism-and-emerging-media|certificate|index.html,COMMUNICATIONS,|PROGRAMS|CURRENT|ART-AND-COMMUNICATION|WRITING|JOURNALISM-AND-EMERGING-MEDIA|CERTIFICATE
3278,Find Your Program - Delta College,https:||www.delta.edu|programs|current|art-and-communication|writing|technical-writing|certificate|index.html,COMMUNICATIONS,|PROGRAMS|CURRENT|ART-AND-COMMUNICATION|WRITING|TECHNICAL-WRITING|CERTIFICATE
3279,UCLA Dentistry,https:||www.dentistry.ucla.edu||resources|media-center,COMMUNICATIONS,|
3280,UBC Graduate School of Journalism,https:||www.journalism.ubc.ca|about|about-ubc-journalism|,COMMUNICATIONS,|ABOUT|ABOUT-UBC-JOURNALISM
3281,Programs | PVCC,https:||www.paradisevalley.edu|programs|journalism,COMMUNICATIONS,|PROGRAMS|JOURNALISM
3282,Programs | PVCC,https:||www.paradisevalley.edu|programs|journalism|journalism-and-new-media-studies,COMMUNICATIONS,|PROGRAMS|JOURNALISM|JOURNALISM-AND-NEW-MEDIA-STUDIES
3283,Degree Programs : Redeemer University,https:||www.redeemer.ca|programs|digital-media-production|,COMMUNICATIONS,|PROGRAMS|DIGITAL-MEDIA-PRODUCTION
3284,Degree Programs : Redeemer University,https:||www.redeemer.ca|programs|media-and-communication-studies|,COMMUNICATIONS,|PROGRAMS|MEDIA-AND-COMMUNICATION-STUDIES
3285,Degree Programs : Redeemer University,https:||www.redeemer.ca|programs|media-and-communication-studies|?filter=faculty,COMMUNICATIONS,|PROGRAMS|MEDIA-AND-COMMUNICATION-STUDIES
3286,Degree Programs : Redeemer University,https:||www.redeemer.ca|programs|media-and-culture|,COMMUNICATIONS,|PROGRAMS|MEDIA-AND-CULTURE
3287,Degree Programs : Redeemer University,https:||www.redeemer.ca|programs|media-and-culture|?filter=faculty,COMMUNICATIONS,|PROGRAMS|MEDIA-AND-CULTURE
3288,Programs- Thompson Rivers University,https:||www.tru.ca|programs|catalogue|bachelor-journalism,COMMUNICATIONS,|PROGRAMS|CATALOGUE|BACHELOR-JOURNALISM
3289,Programs- Thompson Rivers University,https:||www.tru.ca|programs|catalogue|communication-major,COMMUNICATIONS,|PROGRAMS|CATALOGUE|COMMUNICATION-MAJOR
3290,Degree & Certificate Programs at Tunxis,https:||www.tunxis.edu|completion|communication-studies|,COMMUNICATIONS,|COMPLETION|COMMUNICATION-STUDIES
3291,Think and Do The Extraordinary,https:||cals.ncsu.edu|departments|,COMMUNICATIONS,|departments
3292,NC State University Department of Communication   NC State,http:||communication.chass.ncsu.edu||academics|,COMMUNICATIONS,||academics
3293,Graduate School of Arts & Sciences | Georgetown University,http:||grad.georgetown.edu||news 2017 masters learn design inside higher ed,COMMUNICATIONS,|
3294,McCourt School of Public Policy | Georgetown University,http:||mccourt.georgetown.edu||students|writing center staff,COMMUNICATIONS,|
3295,NC State University Department of Communication   NC State,http:||communication.chass.ncsu.edu|#,COMMUNICATIONS,
3296,NC State University Department of Communication   NC State,http:||communication.chass.ncsu.edu|#main content,COMMUNICATIONS,
3297,NC State University Department of Communication   NC State,http:  communication.chass.ncsu.edu  about,COMMUNICATIONS,about
3298,NC State University Department of Communication   NC State,http:  communication.chass.ncsu.edu  academics,COMMUNICATIONS,academics
3299,NC State University Department of Communication   NC State,http:  communication.chass.ncsu.edu  alumni,NA,alumni
3300,NC State University Department of Communication   NC State,http:  communication.chass.ncsu.edu  contact,COMMUNICATIONS,contact
3301,NC State University Department of Communication   NC State,http:  communication.chass.ncsu.edu  faculty_staff,COMMUNICATIONS,faculty_staff
3303,NC State University Department of Communication   NC State,http:  communication.chass.ncsu.edu  pcost,COMMUNICATIONS,pcost
3304,NC State University Department of Communication   NC State,http:  communication.chass.ncsu.edu  research,COMMUNICATIONS,research
3305,NC State University Department of Communication   NC State,http:  communication.chass.ncsu.edu about give.php,COMMUNICATIONS,about
3306,Department of Communication Studies   Department of Communication Studies,http:  coms.ku.edu navigator,COMMUNICATIONS,navigator
3307,Department of Communication Studies   Department of Communication Studies,http:  coms.ku.edu program requirements,COMMUNICATIONS,program requirements
3308,Department of Communication Studies   Department of Communication Studies,http:  coms.ku.edu slideshow 3,COMMUNICATIONS,
3309,Department of Design   The Department of Design,http:  design.ku.edu photo media faculty 0,COMMUNICATIONS,photo media faculty 0
3310,Georgetown University Medical Center   Georgetown University,http:  gumc.georgetown.edu communications,COMMUNICATIONS,communications
3312,2017 Homepage   Department of Special Education,http:  specialedu.ku.edu emeriti,COMMUNICATIONS,emeriti
3313,French and Italian   Department of French  Francophone and Italian Studies,http:  www_frenchitalian.ku.edu  funding opportunities,LANGUAGE,
3314,French and Italian   Department of French  Francophone and Italian Studies,http:  www_frenchitalian.ku.edu funding opportunities 1,LANGUAGE,funding opportunities 1
3315,Home Page   William Allen White,http:  www_journalism.ku.edu admission 6,COMMUNICATIONS,admission 6
3316,Home Page   William Allen White,http:  www_journalism.ku.edu agency,COMMUNICATIONS,agency
3317,Home Page   William Allen White,http:  www_journalism.ku.edu committees,COMMUNICATIONS,committees
3318,Home Page   William Allen White,http:  www_journalism.ku.edu degrees,COMMUNICATIONS,degrees
3319,Home Page   William Allen White,http:  www_journalism.ku.edu final steps graduate 2,COMMUNICATIONS,final steps graduate 2
3320,Home Page   William Allen White,http:  www_journalism.ku.edu graduate handbook,COMMUNICATIONS,graduate handbook
3321,Home Page   William Allen White,http:  www_journalism.ku.edu gtash applications and deadlines,COMMUNICATIONS,gtash applications and deadlines
3322,Home Page   William Allen White,http:  www_journalism.ku.edu important j school documents,COMMUNICATIONS,important j school documents
3323,Home Page   William Allen White,http:  www_journalism.ku.edu j talk speakers 2017,COMMUNICATIONS,j talk speakers 2017
3324,Home Page   William Allen White,http:  www_journalism.ku.edu jose pedro montoya,COMMUNICATIONS,jose pedro montoya
3325,Home Page   William Allen White,http:  www_journalism.ku.edu media crossroads 1,COMMUNICATIONS,media crossroads 1
3326,Home Page   William Allen White,http:  www_journalism.ku.edu mentor faqs,COMMUNICATIONS,mentor faqs
3327,Home Page   William Allen White,http:  www_journalism.ku.edu mentorship program,COMMUNICATIONS,mentorship program
3328,Home Page   William Allen White,http:  www_journalism.ku.edu overview 6,COMMUNICATIONS,overview 6
3329,Home Page   William Allen White,http:  www_journalism.ku.edu overview 8,COMMUNICATIONS,overview 8
3330,Home Page   William Allen White,http:  www_journalism.ku.edu study abroad ku,COMMUNICATIONS,study abroad ku
3331,Home Page   William Allen White,http:  www_journalism.ku.edu undergraduate,COMMUNICATIONS,undergraduate
3332,Home Page   William Allen White,http:  www_journalism.ku.edu william allen white foundation,COMMUNICATIONS,william allen white foundation
3333,Home Page   William Allen White,http:  www_journalism.ku.edu workshop contributes career fair success,COMMUNICATIONS,workshop contributes career fair success
3334,University of Kansas School of Law   School of Law,http:  www_law.ku.edu jd mba,COMMUNICATIONS,jd mba
3335,University of Kansas School of Law   School of Law,http:  www_law.ku.edu urban planning,LAW,urban planning
3340,Home   School of Information,https:  ischool.arizona.edu  donate,COMMUNICATIONS,donate
3341,Home   School of Information,https:  ischool.arizona.edu  graduate courses,COMMUNICATIONS,graduate courses
3342,Home   School of Information,https:  ischool.arizona.edu  graduate minor,COMMUNICATIONS,graduate minor
3343,Home   School of Information,https:  ischool.arizona.edu  kr in the field,COMMUNICATIONS,kr in the field
3344,Home   School of Information,https:  ischool.arizona.edu  peo faculty,COMMUNICATIONS,peo faculty
3345,Theatre,https:  theatre.arts.ncsu.edu wp login.php .action=lostpassword,PERFORMANCE ART,
3346,UA South,https:  uas.arizona.edu  honors,COMMUNICATIONS,honors
3347,UA South,https:  uas.arizona.edu  ieee,COMMUNICATIONS,ieee
3348,UA South,https:  uas.arizona.edu  news from ua south,COMMUNICATIONS,news from ua south
3349,UA South,https:  uas.arizona.edu  orientation,COMMUNICATIONS,orientation
3350,UA South,https:  uas.arizona.edu  tuition feesu,COMMUNICATIONS,tuition fees
3351,UA South,https:  uas.arizona.edu main content,COMMUNICATIONS,
3352,College of Humanities and Fine Arts   UMass Amherst,https:  www_umass.edu hfa,COMMUNICATIONS,hfa
3354,Programs  Thompson Rivers University,https:  www_tru_ca programs catalogue bachelor arts,COMMUNICATIONS,programs catalogue bachelor arts
3355,workers,https:  www_cbu_ca academic programs program gaelic,COMMUNICATIONS,academic programs program gaelic
3356,Programs   University of Northern British Columbia,https:  www_unbc_ca calendar undergraduate academic_breadth_requirement.html,COMMUNICATIONS,calendar undergraduate
3357,Goodman School of Business logo,https:  brocku_ca goodman student resources academic advising undergraduate,COMMUNICATIONS,goodman student resources academic advising undergraduate
3363,Faculty of Social Sciences,https:  socialsciences.mcmaster_ca main content,COMMUNICATIONS,
3364,DeGroote School of Business   McMaster University   Commerce  MBA  PhD,https:  www_degroote.mcmaster_ca,COMMUNICATIONS,
3365,DeGroote School of Business   McMaster University   Commerce  MBA  PhD,https:  www_degroote.mcmaster_ca contact search,COMMUNICATIONS,contact search
3366,Schools and Departments,https:  fhs.mcmaster_ca  fhs.mcmaster_ca ceb,COMMUNICATIONS,fhs.mcmaster_ca ceb
3367,iSchool (Library  Archival and Information Studies) at the University of British Columbia (UBC),https:  slais.ubc_ca programs prospective students,COMMUNICATIONS,programs prospective students
3368,Home   Department of Sociology,https:  soci.ubc_ca research resources faculty research projects,COMMUNICATIONS,research resources faculty research projects
3369,SCARP   UBC School of Community and Regional Planning,http:  www_scarp.ubc_ca  scarp videos,GEOGRAPHY,scarp videos
3370,UBC Sauder School of Business   University of British Columbia  Vancouver  Canada   MBA  MSc  PhD  Executive Education  EMBA,http:  www_sauder.ubc_ca  Faculty Divisions Finance_Division,COMMUNICATIONS,Faculty Divisions Finance_Division
3371,iSchool (Library  Archival and Information Studies) at the University of British Columbia (UBC),https:  slais.ubc_ca research,COMMUNICATIONS,research
3372,UBC Graduate School of Journalism,https:  journalism.ubc_ca about academic program,COMMUNICATIONS,about academic program
3374,SCARP   UBC School of Community and Regional Planning,https:  scarp.ubc_ca news and features community,COMMUNICATIONS,news and features community
3375,SCARP   UBC School of Community and Regional Planning,https:  scarp.ubc_ca accreditation,COMMUNICATIONS,accreditation
3377,Glenn Korff School of Music   HLCFPA   Nebraska,http:  arts.unl.edu music health and wellness resources,COMMUNICATIONS,music health and wellness resources
3380,Journalism Major   CoJMC   Nebraska,http:  journalism.unl.edu journalism major,COMMUNICATIONS,journalism major
3381,Think and Do The Extraordinary,https:  cnr.ncsu.edu about,COMMUNICATIONS,about
3382,Think and Do The Extraordinary,https:  grad.ncsu.edu main content,COMMUNICATIONS,
3383,Department of Computer Science at North Carolina State University,https:  www_csc.ncsu.edu  contactus.php,COMMUNICATIONS,
3386,Think and Do The Extraordinary,https:  ced.ncsu.edu give,COMMUNICATIONS,give
3387,Think and Do The Extraordinary,https:  universitycollege.dasa.ncsu.edu,COMMUNICATIONS,
3388,McCourt School of Public Policy   Georgetown University,https:  mccourt.georgetown.edu Whittington Lecture,COMMUNICATIONS,Whittington Lecture
3390,Think and Do The Extraordinary,https:  exploratorystudies.dasa.ncsu.edu career connections 2,COMMUNICATIONS,career connections 2
3391,Department of Chemical and Biomolecular Engineering   NC State University,https:  www_cbe.ncsu.edu undergraduate resources,COMMUNICATIONS,undergraduate
3393,Home   School of Information,https:  ischool.arizona.edu  astrolabe,COMMUNICATIONS,astrolabe
3394,Home Page   William Allen White,http:  www_journalism.ku.edu why ku journalism,COMMUNICATIONS,why ku journalism
3395,Home Page   William Allen White,http:  www_journalism.ku.edu jayhawk media workshop,COMMUNICATIONS,jayhawk media workshop
3396,Academics   Cerro Coso Community College,https:  www_cerrocoso.edu academics cisb,COMMUNICATIONS,academics cisb
3397,Programs of Study   JCC,http:  www_sunyjefferson.edu academics programs study chemical dependency certificate,COMMUNICATIONS,academics programs study chemical dependency certificate
3398,Home   Bishop State Community College,https:  www_bishop.edu academics,COMMUNICATIONS,academics
3399,Home   Bishop State Community College,https:  www_bishop.edu technical,COMMUNICATIONS,technical
3400,Academic Affairs   Capital Community College,https:  www_capitalcc.edu academics certificates,COMMUNICATIONS,academics certificates
3401,Academic Affairs   Capital Community College,https:  www_capitalcc.edu academics degrees,COMMUNICATIONS,academics degrees
3402,Homepage   UCLA Department of Communication,http:  www_commstudies.ucla.edu research opportunities,COMMUNICATIONS,research opportunities
3403,Homepage   UCLA Department of Communication,http:  www_commstudies.ucla.edu events,COMMUNICATIONS,events
